"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Mercer County, PA"	"42085"	"2009"	"2009"	Suppressed	116816	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"2010"	"2010"	Suppressed	116638	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"2011"	"2011"	Suppressed	116205	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"2012"	"2012"	Suppressed	115655	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"2013"	"2013"	Suppressed	115195	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"2014"	"2014"	11	114884	Unreliable	4.8	17.1
	"Mercer County, PA"	"42085"	"2015"	"2015"	Suppressed	114234	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"2016"	"2016"	20	112913	17.7	10.8	27.4
	"Mercer County, PA"	"42085"	"2017"	"2017"	20	111750	17.9	10.9	27.6
	"Mercer County, PA"	"42085"	"2018"	"2018"	25	110683	22.6	14.6	33.3
	"Mifflin County, PA"	"42087"	"1999"	"1999"	Suppressed	46463	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2000"	"2000"	Suppressed	46486	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2001"	"2001"	Suppressed	46535	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2002"	"2002"	Suppressed	46558	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2003"	"2003"	Suppressed	46420	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2004"	"2004"	Suppressed	46313	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2005"	"2005"	Suppressed	46377	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2006"	"2006"	Suppressed	46435	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2007"	"2007"	Suppressed	46551	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2008"	"2008"	Suppressed	46600	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2009"	"2009"	Suppressed	46662	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2010"	"2010"	Suppressed	46682	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2011"	"2011"	Suppressed	46858	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2012"	"2012"	Suppressed	46773	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2013"	"2013"	Suppressed	46616	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2014"	"2014"	Suppressed	46552	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2015"	"2015"	Suppressed	46500	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2016"	"2016"	Suppressed	46342	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2017"	"2017"	Suppressed	46388	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2018"	"2018"	Suppressed	46222	Suppressed	Suppressed	Suppressed
	"Monroe County, PA"	"42089"	"1999"	"1999"	Suppressed	134936	Suppressed	Suppressed	Suppressed
	"Monroe County, PA"	"42089"	"2000"	"2000"	12	138687	Unreliable	4.5	15.1
	"Monroe County, PA"	"42089"	"2001"	"2001"	Suppressed	143775	Suppressed	Suppressed	Suppressed
	"Monroe County, PA"	"42089"	"2002"	"2002"	Suppressed	148833	Suppressed	Suppressed	Suppressed
	"Monroe County, PA"	"42089"	"2003"	"2003"	13	154027	Unreliable	4.5	14.4
	"Monroe County, PA"	"42089"	"2004"	"2004"	Suppressed	158181	Suppressed	Suppressed	Suppressed
	"Monroe County, PA"	"42089"	"2005"	"2005"	Suppressed	162045	Suppressed	Suppressed	Suppressed
	"Monroe County, PA"	"42089"	"2006"	"2006"	Suppressed	165185	Suppressed	Suppressed	Suppressed
	"Monroe County, PA"	"42089"	"2007"	"2007"	Suppressed	167352	Suppressed	Suppressed	Suppressed
	"Monroe County, PA"	"42089"	"2008"	"2008"	Suppressed	168576	Suppressed	Suppressed	Suppressed
	"Monroe County, PA"	"42089"	"2009"	"2009"	12	169390	Unreliable	3.7	12.4
	"Monroe County, PA"	"42089"	"2010"	"2010"	Suppressed	169842	Suppressed	Suppressed	Suppressed
	"Monroe County, PA"	"42089"	"2011"	"2011"	Suppressed	169882	Suppressed	Suppressed	Suppressed
	"Monroe County, PA"	"42089"	"2012"	"2012"	10	168798	Unreliable	2.8	10.9
	"Monroe County, PA"	"42089"	"2013"	"2013"	25	167148	15.0	9.7	22.1
	"Monroe County, PA"	"42089"	"2014"	"2014"	24	166314	14.4	9.2	21.5
	"Monroe County, PA"	"42089"	"2015"	"2015"	20	166397	12.0	7.3	18.6
	"Monroe County, PA"	"42089"	"2016"	"2016"	11	166098	Unreliable	3.3	11.8
	"Monroe County, PA"	"42089"	"2017"	"2017"	23	168046	13.7	8.7	20.5
	"Monroe County, PA"	"42089"	"2018"	"2018"	17	169507	Unreliable	5.8	16.1
	"Montgomery County, PA"	"42091"	"1999"	"1999"	Suppressed	744683	Suppressed	Suppressed	Suppressed
	"Montgomery County, PA"	"42091"	"2000"	"2000"	Suppressed	750097	Suppressed	Suppressed	Suppressed
	"Montgomery County, PA"	"42091"	"2001"	"2001"	Suppressed	759392	Suppressed	Suppressed	Suppressed
	"Montgomery County, PA"	"42091"	"2002"	"2002"	Suppressed	766056	Suppressed	Suppressed	Suppressed
	"Montgomery County, PA"	"42091"	"2003"	"2003"	Suppressed	772666	Suppressed	Suppressed	Suppressed
	"Montgomery County, PA"	"42091"	"2004"	"2004"	Suppressed	776493	Suppressed	Suppressed	Suppressed
	"Montgomery County, PA"	"42091"	"2005"	"2005"	Suppressed	779401	Suppressed	Suppressed	Suppressed
	"Montgomery County, PA"	"42091"	"2006"	"2006"	Suppressed	781519	Suppressed	Suppressed	Suppressed
	"Montgomery County, PA"	"42091"	"2007"	"2007"	Suppressed	785170	Suppressed	Suppressed	Suppressed
	"Montgomery County, PA"	"42091"	"2008"	"2008"	33	789250	4.2	2.9	5.9
	"Montgomery County, PA"	"42091"	"2009"	"2009"	65	795494	8.2	6.3	10.4
	"Montgomery County, PA"	"42091"	"2010"	"2010"	82	799874	10.3	8.2	12.7
	"Montgomery County, PA"	"42091"	"2011"	"2011"	68	804210	8.5	6.6	10.7
	"Montgomery County, PA"	"42091"	"2012"	"2012"	85	808460	10.5	8.4	13.0
	"Montgomery County, PA"	"42091"	"2013"	"2013"	96	812376	11.8	9.6	14.4
	"Montgomery County, PA"	"42091"	"2014"	"2014"	102	816857	12.5	10.1	14.9
	"Montgomery County, PA"	"42091"	"2015"	"2015"	100	819264	12.2	9.8	14.6
	"Montgomery County, PA"	"42091"	"2016"	"2016"	187	821725	22.8	19.5	26.0
	"Montgomery County, PA"	"42091"	"2017"	"2017"	158	826075	19.1	16.1	22.1
	"Montgomery County, PA"	"42091"	"2018"	"2018"	173	828604	20.9	17.8	24.0
	"Montour County, PA"	"42093"	"1999"	"1999"	Suppressed	18148	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2000"	"2000"	Suppressed	18236	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2001"	"2001"	Suppressed	18294	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2002"	"2002"	Suppressed	18237	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2003"	"2003"	Suppressed	18239	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2004"	"2004"	Suppressed	18174	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2005"	"2005"	Suppressed	18183	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2006"	"2006"	Suppressed	18114	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2007"	"2007"	Suppressed	18107	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2008"	"2008"	Suppressed	18090	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2009"	"2009"	Suppressed	18165	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2010"	"2010"	Suppressed	18267	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2011"	"2011"	Suppressed	18296	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2012"	"2012"	Suppressed	18356	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2013"	"2013"	Suppressed	18541	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2014"	"2014"	Suppressed	18641	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2015"	"2015"	Suppressed	18557	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2016"	"2016"	Suppressed	18343	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2017"	"2017"	Suppressed	18272	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2018"	"2018"	Suppressed	18240	Suppressed	Suppressed	Suppressed
	"Northampton County, PA"	"42095"	"1999"	"1999"	Suppressed	265928	Suppressed	Suppressed	Suppressed
	"Northampton County, PA"	"42095"	"2000"	"2000"	10	267066	Unreliable	1.8	6.9
	"Northampton County, PA"	"42095"	"2001"	"2001"	Suppressed	269363	Suppressed	Suppressed	Suppressed
	"Northampton County, PA"	"42095"	"2002"	"2002"	Suppressed	272782	Suppressed	Suppressed	Suppressed
	"Northampton County, PA"	"42095"	"2003"	"2003"	Suppressed	276735	Suppressed	Suppressed	Suppressed
	"Northampton County, PA"	"42095"	"2004"	"2004"	Suppressed	281374	Suppressed	Suppressed	Suppressed
	"Northampton County, PA"	"42095"	"2005"	"2005"	12	285198	Unreliable	2.2	7.3
	"Northampton County, PA"	"42095"	"2006"	"2006"	Suppressed	289628	Suppressed	Suppressed	Suppressed
	"Northampton County, PA"	"42095"	"2007"	"2007"	10	293212	Unreliable	1.6	6.3
	"Northampton County, PA"	"42095"	"2008"	"2008"	Suppressed	295096	Suppressed	Suppressed	Suppressed
	"Northampton County, PA"	"42095"	"2009"	"2009"	18	296645	Unreliable	3.6	9.6
	"Northampton County, PA"	"42095"	"2010"	"2010"	Suppressed	297735	Suppressed	Suppressed	Suppressed
	"Northampton County, PA"	"42095"	"2011"	"2011"	Suppressed	298476	Suppressed	Suppressed	Suppressed
	"Northampton County, PA"	"42095"	"2012"	"2012"	12	299267	Unreliable	2.1	7.0
	"Northampton County, PA"	"42095"	"2013"	"2013"	21	299791	7.0	4.3	10.7
	"Northampton County, PA"	"42095"	"2014"	"2014"	21	300654	7.0	4.3	10.7
	"Northampton County, PA"	"42095"	"2015"	"2015"	48	300813	16.0	11.8	21.2
	"Northampton County, PA"	"42095"	"2016"	"2016"	60	302294	19.8	15.1	25.5
	"Northampton County, PA"	"42095"	"2017"	"2017"	86	303405	28.3	22.7	35.0
	"Northampton County, PA"	"42095"	"2018"	"2018"	61	304807	20.0	15.3	25.7
	"Northumberland County, PA"	"42097"	"1999"	"1999"	Suppressed	94833	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2000"	"2000"	Suppressed	94556	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2001"	"2001"	Suppressed	94176	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2002"	"2002"	Suppressed	94024	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2003"	"2003"	Suppressed	93910	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2004"	"2004"	Suppressed	93692	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2005"	"2005"	Suppressed	93543	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2006"	"2006"	Suppressed	93475	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2007"	"2007"	Suppressed	93728	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2008"	"2008"	Suppressed	94150	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2009"	"2009"	Suppressed	94774	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2010"	"2010"	Suppressed	94528	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2011"	"2011"	Suppressed	94558	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2012"	"2012"	Suppressed	94428	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2013"	"2013"	Suppressed	94076	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2014"	"2014"	Suppressed	93944	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2015"	"2015"	Suppressed	93246	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2016"	"2016"	20	92541	21.6	13.2	33.4
	"Northumberland County, PA"	"42097"	"2017"	"2017"	22	92029	23.9	15.0	36.2
	"Northumberland County, PA"	"42097"	"2018"	"2018"	16	91083	Unreliable	10.0	28.5
	"Perry County, PA"	"42099"	"1999"	"1999"	Suppressed	43565	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2000"	"2000"	Suppressed	43602	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2001"	"2001"	Suppressed	43804	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2002"	"2002"	Suppressed	43896	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2003"	"2003"	Suppressed	44216	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2004"	"2004"	Suppressed	44463	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2005"	"2005"	Suppressed	44741	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2006"	"2006"	Suppressed	45121	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2007"	"2007"	Suppressed	45454	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2008"	"2008"	Suppressed	45549	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2009"	"2009"	Suppressed	45874	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2010"	"2010"	Suppressed	45969	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2011"	"2011"	Suppressed	46042	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2012"	"2012"	Suppressed	45701	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2013"	"2013"	Suppressed	45562	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2014"	"2014"	Suppressed	45634	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2015"	"2015"	Suppressed	45685	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2016"	"2016"	Suppressed	45820	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2017"	"2017"	Suppressed	46127	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2018"	"2018"	Suppressed	46139	Suppressed	Suppressed	Suppressed
	"Philadelphia County, PA"	"42101"	"1999"	"1999"	22	1520064	1.4	0.9	2.2
	"Philadelphia County, PA"	"42101"	"2000"	"2000"	18	1517550	Unreliable	0.7	1.9
	"Philadelphia County, PA"	"42101"	"2001"	"2001"	11	1505455	Unreliable	0.4	1.3
	"Philadelphia County, PA"	"42101"	"2002"	"2002"	18	1498493	Unreliable	0.7	1.9
	"Philadelphia County, PA"	"42101"	"2003"	"2003"	Suppressed	1493802	Suppressed	Suppressed	Suppressed
	"Philadelphia County, PA"	"42101"	"2004"	"2004"	14	1492882	Unreliable	0.5	1.6
	"Philadelphia County, PA"	"42101"	"2005"	"2005"	27	1490861	1.8	1.2	2.6
	"Philadelphia County, PA"	"42101"	"2006"	"2006"	14	1488710	Unreliable	0.5	1.6
	"Philadelphia County, PA"	"42101"	"2007"	"2007"	16	1493309	Unreliable	0.6	1.7
	"Philadelphia County, PA"	"42101"	"2008"	"2008"	45	1499731	3.0	2.2	4.0
	"Philadelphia County, PA"	"42101"	"2009"	"2009"	34	1514694	2.2	1.6	3.1
	"Philadelphia County, PA"	"42101"	"2010"	"2010"	25	1526006	1.6	1.1	2.4
	"Philadelphia County, PA"	"42101"	"2011"	"2011"	36	1536471	2.3	1.6	3.2
	"Philadelphia County, PA"	"42101"	"2012"	"2012"	28	1547607	1.8	1.2	2.6
	"Philadelphia County, PA"	"42101"	"2013"	"2013"	27	1553165	1.7	1.1	2.5
	"Philadelphia County, PA"	"42101"	"2014"	"2014"	42	1560297	2.7	1.9	3.6
	"Philadelphia County, PA"	"42101"	"2015"	"2015"	31	1567442	2.0	1.3	2.8
	"Philadelphia County, PA"	"42101"	"2016"	"2016"	31	1567872	2.0	1.3	2.8
	"Philadelphia County, PA"	"42101"	"2017"	"2017"	47	1580863	3.0	2.2	4.0
	"Philadelphia County, PA"	"42101"	"2018"	"2018"	749	1584138	47.3	43.9	50.7
	"Pike County, PA"	"42103"	"1999"	"1999"	Suppressed	45063	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2000"	"2000"	Suppressed	46302	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2001"	"2001"	Suppressed	47594	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2002"	"2002"	Suppressed	49063	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2003"	"2003"	Suppressed	50837	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2004"	"2004"	Suppressed	52293	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2005"	"2005"	Suppressed	54000	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2006"	"2006"	Suppressed	55601	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2007"	"2007"	Suppressed	56627	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2008"	"2008"	Suppressed	57739	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2009"	"2009"	Suppressed	57671	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2010"	"2010"	Suppressed	57369	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2011"	"2011"	Suppressed	56852	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2012"	"2012"	Suppressed	56899	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2013"	"2013"	Suppressed	56591	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2014"	"2014"	Suppressed	56191	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2015"	"2015"	Suppressed	55949	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2016"	"2016"	Suppressed	55562	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2017"	"2017"	17	55691	Unreliable	17.8	48.9
	"Pike County, PA"	"42103"	"2018"	"2018"	16	55933	Unreliable	16.4	46.5
	"Potter County, PA"	"42105"	"1999"	"1999"	Suppressed	17829	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2000"	"2000"	Suppressed	18080	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2001"	"2001"	Suppressed	18146	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2002"	"2002"	Suppressed	18273	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2003"	"2003"	Suppressed	18168	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2004"	"2004"	Suppressed	18067	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2005"	"2005"	Suppressed	17914	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2006"	"2006"	Suppressed	17944	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2007"	"2007"	Suppressed	17659	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2008"	"2008"	Suppressed	17464	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2009"	"2009"	Suppressed	17382	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2010"	"2010"	Suppressed	17457	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2011"	"2011"	Suppressed	17453	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2012"	"2012"	Suppressed	17577	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2013"	"2013"	Suppressed	17497	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2014"	"2014"	Suppressed	17206	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2015"	"2015"	Suppressed	17093	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2016"	"2016"	Suppressed	16885	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2017"	"2017"	Suppressed	16802	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2018"	"2018"	Suppressed	16622	Suppressed	Suppressed	Suppressed
	"Schuylkill County, PA"	"42107"	"1999"	"1999"	Suppressed	151021	Suppressed	Suppressed	Suppressed
	"Schuylkill County, PA"	"42107"	"2000"	"2000"	Suppressed	150336	Suppressed	Suppressed	Suppressed
	"Schuylkill County, PA"	"42107"	"2001"	"2001"	Suppressed	149175	Suppressed	Suppressed	Suppressed
	"Schuylkill County, PA"	"42107"	"2002"	"2002"	Suppressed	148705	Suppressed	Suppressed	Suppressed
	"Schuylkill County, PA"	"42107"	"2003"	"2003"	Suppressed	147792	Suppressed	Suppressed	Suppressed
	"Schuylkill County, PA"	"42107"	"2004"	"2004"	Suppressed	147081	Suppressed	Suppressed	Suppressed
	"Schuylkill County, PA"	"42107"	"2005"	"2005"	Suppressed	146976	Suppressed	Suppressed	Suppressed
	"Schuylkill County, PA"	"42107"	"2006"	"2006"	Suppressed	148005	Suppressed	Suppressed	Suppressed
	"Schuylkill County, PA"	"42107"	"2007"	"2007"	Suppressed	148387	Suppressed	Suppressed	Suppressed
	"Schuylkill County, PA"	"42107"	"2008"	"2008"	Suppressed	148463	Suppressed	Suppressed	Suppressed
	"Schuylkill County, PA"	"42107"	"2009"	"2009"	Suppressed	148358	Suppressed	Suppressed	Suppressed
	"Schuylkill County, PA"	"42107"	"2010"	"2010"	Suppressed	148289	Suppressed	Suppressed	Suppressed
	"Schuylkill County, PA"	"42107"	"2011"	"2011"	Suppressed	147513	Suppressed	Suppressed	Suppressed
	"Schuylkill County, PA"	"42107"	"2012"	"2012"	17	147063	Unreliable	6.7	18.5
	"Schuylkill County, PA"	"42107"	"2013"	"2013"	13	146920	Unreliable	4.7	15.1
	"Schuylkill County, PA"	"42107"	"2014"	"2014"	19	145797	Unreliable	7.8	20.4
	"Schuylkill County, PA"	"42107"	"2015"	"2015"	20	144590	13.8	8.4	21.4
	"Schuylkill County, PA"	"42107"	"2016"	"2016"	48	143573	33.4	24.7	44.3
	"Schuylkill County, PA"	"42107"	"2017"	"2017"	25	142569	17.5	11.3	25.9
	"Schuylkill County, PA"	"42107"	"2018"	"2018"	46	142067	32.4	23.7	43.2
	"Snyder County, PA"	"42109"	"1999"	"1999"	Suppressed	37571	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2000"	"2000"	Suppressed	37546	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2001"	"2001"	Suppressed	37955	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2002"	"2002"	Suppressed	38104	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2003"	"2003"	Suppressed	38319	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2004"	"2004"	Suppressed	38519	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2005"	"2005"	Suppressed	38448	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2006"	"2006"	Suppressed	38946	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2007"	"2007"	Suppressed	39295	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2008"	"2008"	Suppressed	39481	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2009"	"2009"	Suppressed	39550	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2010"	"2010"	Suppressed	39702	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2011"	"2011"	Suppressed	39819	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2012"	"2012"	Suppressed	39672	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2013"	"2013"	Suppressed	39865	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2014"	"2014"	Suppressed	40323	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2015"	"2015"	Suppressed	40444	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2016"	"2016"	Suppressed	40468	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2017"	"2017"	Suppressed	40801	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2018"	"2018"	Suppressed	40540	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"1999"	"1999"	Suppressed	80127	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2000"	"2000"	Suppressed	80023	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2001"	"2001"	Suppressed	79523	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2002"	"2002"	Suppressed	79621	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2003"	"2003"	Suppressed	79754	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2004"	"2004"	Suppressed	79402	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2005"	"2005"	Suppressed	79015	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2006"	"2006"	Suppressed	78834	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2007"	"2007"	Suppressed	78490	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2008"	"2008"	Suppressed	78120	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2009"	"2009"	Suppressed	78025	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2010"	"2010"	Suppressed	77742	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2011"	"2011"	Suppressed	77405	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2012"	"2012"	Suppressed	76957	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2013"	"2013"	Suppressed	76520	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2014"	"2014"	Suppressed	76218	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2015"	"2015"	Suppressed	75522	Suppressed	Suppressed	Suppressed
